TranscriptId	GeneId	GeneName	ZT0.R1	ZT0.R2	ZT2.R1	ZT2.R2	ZT4.R1	ZT4.R2	ZT6.R1	ZT6.R2	ZT8.R1	ZT8.R2	ZT10.R1	ZT10.R2	ZT12.R1	ZT12.R2	ZT14.R1	ZT14.R2	ZT16.R1	ZT16.R2	ZT18.R1	ZT18.R2	ZT20.R1	ZT20.R2	ZT22.R1	ZT22.R2
ENSMUST00000017759	ENSMUSG00000017615	Tnfaip1	0.0418919054784558	0.181418730758276	1	0.477491070916974	0.0301904838387321	0.338715522993703	0.020757930152056	0.0348437033421035	0.0355092073599224	0.0504122715567914	0.019001772295302	0.0406803545211536	0.290924324764642	0.320214159229693	0.0523945899442207	1	1	0.656792880365177	1	1	0.548116397998279	0.438116100766703	0.0327515779710266	0.0231364781514139
ENSMUST00000017799	ENSMUSG00000017652	Cd40	0.710838149261795	0.563221627710504	0.545342502358606	0.405640018821697	0.601250601250601	1	1	0.727881500891655	0.79719387755102	0.668574332094242	0.540359447104214	0.531909235008138	0.72958617871943	1	0.807813168970281	0.902063018122446	1	0.700069306861379	1	1	1	1	0.849892063707909	0.479455338735197
ENSMUST00000017831	ENSMUSG00000017686	Rhot1	0.142017817555391	0.0557823106483411	0.09260939948361	0.115940953591155	0.0410510379344431	0.113062698919686	1	1	0.093487300685075	1	0.0362684547498438	0.0320141374430949	1	1	1	1	1	1	0.931350178353559	1	1	1	0.178211187385499	0.0526128044834527
ENSMUST00000017836	ENSMUSG00000017692	Rhbdl3	1	1	1	0.625978090766823	0.728326814808341	1	1	1	0.883446856254362	0.816533163494435	1	0.716820185656428	1	1	1	1	0.915960613693611	0.89199700289007	1	1	1	1	0.544988827729032	0.8892762180861
ENSMUST00000017859	ENSMUSG00000017715	Pgs1	1	0.098141301883626	1	1	1	1	1	1	1	0.234005162153877	1	1	1	1	1	1	1	1	1	1	1	1	1	0.328593913783529
ENSMUST00000017868	ENSMUSG00000017724	Etv4	1	1	1	1	1	1	1	1	1	1	1	0.807030852789502	0.791822061746284	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000017911	ENSMUSG00000017767	Spata25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.539901414001803
ENSMUST00000017961	ENSMUSG00000017817	Jph2	1	1	1	1	0.828315124205853	0.945930606530705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018050	ENSMUSG00000039671	Zmynd8	1	0.743372831209765	1	1	0.951022349025202	0.9331578996482	1	0.706504076528522	0.822104752587575	0.631169683657754	0.747535003326531	0.9620379812595	1	1	1	1	1	1	1	1	0.973075014352856	1	0.842261303146688	0.998721636305529
ENSMUST00000018156	ENSMUSG00000018012	Rac3	1	1	1	0.40304866006473	0.638663405225544	0.706668833784424	0.419945743010003	0.482260063561876	0.545640063075991	1	0.687521485046408	1	1	1	1	0.696543749912932	1	0.628464410060458	1	1	1	1	0.376013355994405	0.428913946994814
ENSMUST00000018295	ENSMUSG00000068206	Pick1	1	1	0.044900534091853	1	1	1	1	1	1	0.269652256450082	1	0.0444786831463153	1	1	0.172026732954301	1	1	1	1	1	1	1	0.184368501010339	0.185928900788339
ENSMUST00000018304	ENSMUSG00000018160	Med1	1	1	1	1	1	1	1	1	1	1	1	0.928582704218551	1	1	1	1	1	1	1	1	1	1	1	0.955392714175162
ENSMUST00000018361	ENSMUSG00000018217	Pmp22	1	1	1	1	1	0.116691424697273	1	0.0689838336385868	1	1	0.111617357838552	1	1	1	1	0.227850120190938	0.192412409061085	1	1	1	1	1	1	0.0925995375579094
ENSMUST00000018586	ENSMUSG00000018442	Derl2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043379431208898	1	1	1	1	1	1	1	1	1
ENSMUST00000018644	ENSMUSG00000018500	Adora2b	1	1	1	1	1	1	1	1	1	1	0.738814350729949	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018651	ENSMUSG00000018507	Trpv2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.896997748535651	1	1	1	0.732080499571733	0.815780457163368
ENSMUST00000018710	ENSMUSG00000018566	Slc2a4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.888273019595303	1	1	1	1	1	1	1	1
ENSMUST00000018748	ENSMUSG00000018604	Tbx3	1	1	1	1	0.209734622781794	1	1	0.83139341536415	1	0.745184246805022	1	0.612531162522893	1	1	1	1	1	1	1	1	1	0.0948762102646572	0.566328379847771	1
ENSMUST00000018798	ENSMUSG00000018654	Ikzf1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.180822997792151	1
ENSMUST00000018800	ENSMUSG00000061086	Myl4	1	1	1	1	1	1	1	1	1	1	0.641111944556639	1	0.819631821385833	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018842	ENSMUSG00000018698	Lhx1	1	1	1	1	0.87340821353084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018871	ENSMUSG00000018727	Cpsf4l	0.7885999984228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018896	ENSMUSG00000089669	Tnfsf13	0.472466986369327	1	1	1	1	1	1	1	1	1	0.385833728812905	0.519485916736797	1	1	1	1	1	1	1	1	1	1	0.181154825783404	0.479703734973281
ENSMUST00000018963	ENSMUSG00000018819	Lsp1	1	1	1	1	0.416934199444644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000018988	ENSMUSG00000018844	Fndc8	1	1	1	1	1	1	1	1	1	1	0.632507068266488	0.875756434620403	1	1	0.872280665026779	1	1	1	1	1	1	1	1	0.696752436891648
ENSMUST00000019012	ENSMUSG00000018868	Pnpla5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.957011063047889	1	0.717627809512874	1
ENSMUST00000019068	ENSMUSG00000018924	Alox15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.788799053441136
ENSMUST00000019069	ENSMUSG00000018925	Heatr9	1	1	1	1	1	1	0.806432102449134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000019074	ENSMUSG00000018930	Ccl4	1	1	1	1	0.473644075423083	1	1	1	1	1	1	0.682323721666507	1	0.60148928747579	1	1	1	1	1	1	1	0.615581601497094	1	1
ENSMUST00000019130	ENSMUSG00000018986	Slfn3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.895880740355844	1	1	1
ENSMUST00000019169	ENSMUSG00000002395	Use1	0.0185788895880744	0.0457335408416526	0.0784145180318416	0.43642394221747	0.00766303137566893	0.120874405449018	0.0410438097520913	0.115621105014025	0.131594530931295	0.0989323223769084	0.0392331642645508	0.0244345359686143	0.0940322436563498	0.0724070492606878	1	0.313883047176622	0.149476607658285	0.216140975790049	0.0739076996302398	0.963493241094914	0.977583998905106	1	0.0224322004813689	0.0469330650013564
ENSMUST00000019268	ENSMUSG00000019124	Scrn1	1	1	1	1	1	1	1	1	1	0.832528555729462	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000019281	ENSMUSG00000027381	Bcl2l11	1	1	1	1	1	1	0.204014599284725	1	1	1	1	0.18188299830485	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000019283	ENSMUSG00000019139	Isyna1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.167843247833983	1	1	1	1	1	1	1
ENSMUST00000019287	ENSMUSG00000019143	Hars2	1	1	1	0.272906398563421	1	1	1	1	0.0618822603361939	1	0.19747976326126	1	1	0.382514497299448	1	1	1	1	1	1	1	1	1	0.0388989572356534
ENSMUST00000019445	ENSMUSG00000019301	Hsd17b1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.656430723583587
ENSMUST00000019447	ENSMUSG00000019303	Psmc3ip	1	1	0.0513821014560146	0.0507982435999293	1	1	1	0.50494084617987	1	1	1	1	1	1	1	1	1	0.602514897180833	1	1	1	1	1	1
ENSMUST00000019516	ENSMUSG00000075590	Nrbp2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0692980523089418
ENSMUST00000019614	ENSMUSG00000019470	Xab2	0.0311767346735172	0.109980632410632	1	1	0.0540245011917805	1	0.122914298005716	1	1	0.222726078105581	0.0335796174408503	0.140183837083952	0.214554980786601	0.388550202628931	0.682603175469972	1	0.211878322516945	0.381628408418723	1	1	1	0.424740271324085	0.0384580032835443	0.0848074277737541
ENSMUST00000019625	ENSMUSG00000055775	Myh8	1	1	1	1	0.856465026250653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000019677	ENSMUSG00000028708	Mknk1	1	1	1	1	0.0649851963722664	1	0.0727236233236296	1	1	0.0785362106906631	0.0576855629187972	0.0826375936593827	1	0.113832595508393	0.177478667064219	1	1	1	1	1	1	1	1	0.0480045239463367
ENSMUST00000019929	ENSMUSG00000019794	Katna1	1	0.0594940270971496	1	1	1	1	1	0.0761692938725611	1	0.0536080352011802	1	0.0872830361927838	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000019967	ENSMUSG00000019823	Mical1	1	1	1	1	1	1	1	0.816040083888921	0.754956288030923	1	1	0.855409323766509	1	1	1	1	1	1	1	1	0.941708258781429	1	0.588121129427817	0.486092882628013
ENSMUST00000019982	ENSMUSG00000019837	Gtf3c6	0.946512574419551	1	1	1	0.122885901669159	1	0.990108812958544	1	1	0.848032564450475	0.941070185014398	0.976724651553481	1	1	1	0.536172905038417	1	1	1	1	1	0.95273482531607	1	0.952634988377853
ENSMUST00000020017	ENSMUSG00000019866	Crybg1	1	1	1	1	1	1	1	0.0368257526907657	1	1	1	0.0348317244559807	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020024	ENSMUSG00000019874	Fabp7	0.0454209752246749	0.0470219583140935	0.0636358603345592	0.0434996702724993	0.0458828409186846	0.138368755983432	0.507440453648019	0.0607803344012438	0.0689269656764389	0.0697666792944356	0.0833576459800775	0.0739993073664831	0.152038763803219	0.132120292884265	0.285016402693975	0.340149938092711	0.248207322612432	0.240111027339042	0.523395791897833	0.42704018448136	0.566482371068612	0.210293443471019	0.0763445613279678	0.0606059504134235
ENSMUST00000020101	ENSMUSG00000019944	Rhobtb1	0.0191281833122668	0.0107054334678186	0.014226036064424	0.0199108471906193	0.0118309564547451	1	1	0.970713571546444	1	0.868621064060804	0.950263222912747	0.912417084097483	1	1	1	1	1	0.0347497928043604	1	1	0.102456287025141	1	1	1
ENSMUST00000020106	ENSMUSG00000019947	Arid5b	0.845687417016922	0.857632933104631	1	1	0.947104228820382	1	1	1	1	0.918737654462768	1	0.956544197124628	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020129	ENSMUSG00000019966	Kitl	1	1	0.584504778326563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020158	ENSMUSG00000019982	Myb	1	1	1	1	0.988796930774327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020226	ENSMUSG00000020037	Rfx4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.687899841783036
ENSMUST00000020249	ENSMUSG00000020057	Dram1	0.382273225965527	0.289490901300972	0.5524129397207	0.359536341933443	0.20950832586087	0.614956983758986	0.478306412654074	0.336150272617871	0.372628221370974	0.343287527334269	0.405186385737439	0.349731056817307	0.608868782688643	0.504123732128814	0.781127948758007	0.567649646638095	0.760421577722689	0.642479456719371	1	1	0.796888945556547	0.706000296520125	0.443561264681878	0.260022569959072
ENSMUST00000020255	ENSMUSG00000020062	Slc5a8	1	1	0.929031299064465	1	0.958083832335329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020277	ENSMUSG00000020080	Hkdc1	1	1	1	1	0.841970547870235	1	1	1	1	0.889758875344782	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020309	ENSMUSG00000020109	Dnajb12	0.0230164906250381	0.0302372596818194	1	1	1	1	0.0301514416459551	0.0318646187063793	0.0192334027274504	1	0.0420655886658478	0.0521934833304453	1	1	1	1	1	1	1	1	1	1	0.0271618673457858	0.0303627897938518
ENSMUST00000020311	ENSMUSG00000020111	Micu1	1	1	1	1	1	1	1	1	1	0.983806544281133	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020322	ENSMUSG00000020121	Srgap1	1	1	1	1	1	1	0.935541210590326	1	1	1	0.914060072027934	1	1	1	1	0.958864704190239	1	1	1	1	1	1	0.930717396969584	1
ENSMUST00000020366	ENSMUSG00000020159	Gabrp	1	1	1	1	1	1	1	1	1	0.908859563020322	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020379	ENSMUSG00000020167	Tcf3	1	1	1	1	1	1	1	1	0.491837949232487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020382	ENSMUSG00000020171	Yeats4	0.110555752713315	0.023178339007777	0.0248621703431601	1	0.0185025823129005	0.133006845862357	0.0223911209353398	0.0325356566395026	0.0331827059700334	0.1164825078218	0.024253942660284	0.0207755513311935	0.0429868464548533	0.0536596699822977	1	1	1	1	1	0.52202420104196	0.18991765170622	1	0.0211790011051203	0.0211430615660581
ENSMUST00000020413	ENSMUSG00000020193	Zpbp	1	1	1	1	0.953889005475323	1	1	0.978023805099416	1	1	1	1	0.888280909954964	1	1	1	1	1	1	0.965148488094893	1	0.947265717506418	1	1
ENSMUST00000020441	ENSMUSG00000020220	Vps13d	1	1	1	1	1	1	1	1	1	1	0.265350528047551	0.42256496936404	1	1	1	1	1	1	1	1	1	1	1	0.0147809543855313
ENSMUST00000020485	ENSMUSG00000020251	Glt8d2	1	0.838996560114104	1	1	0.777508241587361	1	1	0.808747412008282	1	1	1	0.823615196178834	1	1	1	1	1	0.870147838117696	1	0.935900195603141	1	1	1	0.669648836150323
ENSMUST00000020497	ENSMUSG00000020256	Aldh1l2	0.795861520095503	0.75052536775743	1	1	0.714714543011521	1	0.890234131576605	1	1	0.929817383865809	0.908611822857039	0.813385064623443	1	0.950733015154684	0.930474914396308	1	1	1	1	1	1	1	0.832459251119658	0.670758292249388
ENSMUST00000020499	ENSMUSG00000020261	Slc36a1	1	1	1	1	0.216317710147247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1999976000288
ENSMUST00000020520	ENSMUSG00000020280	Pus10	1	1	0.319258299119486	1	0.157470395565634	1	0.129961947141877	1	1	0.194255477033175	1	0.241156780846364	1	1	1	0.544834424818298	1	0.14652766075916	1	1	1	1	0.204825273800185	0.0197379939210926
ENSMUST00000020529	ENSMUSG00000020288	Ahsa2	0.0154248838236313	0.019269226159439	0.0137644562922767	0.0227149859848537	0.0164812335609996	0.0245131684741043	0.02383090921353	0.0168990797099172	0.0174775431048646	0.0215398400882272	0.0279460674433624	0.0280590175126092	1	1	0.0374974782945847	0.0315426268636567	0.0464281651821261	0.0237015013953074	1	1	1	0.0347481385422183	0.0217414605521853	0.0166120324605759
ENSMUST00000020530	ENSMUSG00000020289	Nprl3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.795127458931667
ENSMUST00000020537	ENSMUSG00000020297	Nsg2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.764835904456699
ENSMUST00000020546	ENSMUSG00000020303	Stc2	1	1	1	1	1	0.795178040363237	1	0.787550403225806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020549	ENSMUSG00000054206	Gzmm	1	0.637999234400919	1	1	0.653940975287571	0.554865056818182	1	1	1	0.725905385492055	0.565246390901794	0.728539060621735	1	1	1	1	0.657017272984107	1	1	1	1	1	0.389111114569877	1
ENSMUST00000020551	ENSMUSG00000020305	Asb3	1	1	1	1	0.0750711862523638	0.0895071646009905	1	1	1	0.0587144241964491	1	1	1	1	1	1	1	1	1	1	1	1	0.268373522268293	1
ENSMUST00000020634	ENSMUSG00000020366	Mapk9	0.0350460083998273	0.0194447361154862	0.0198719807257685	1	1	0.0454455596279826	0.0183119596140718	0.118852785374452	0.141969025198082	0.849141517925377	0.116682710539366	0.820257068565288	1	1	1	0.350869806249693	1	1	1	1	0.581060900993033	1	0.140392255963161	0.11135733455084
ENSMUST00000020640	ENSMUSG00000020372	Rack1	0.00206068507351628	0.00121858223854483	0.00756020650936472	0.001434358841096	0.00203156317816118	0.00177200598413509	0.00162822426464141	0.001716028925109	0.00169236165260808	0.0011627763387387	0.00147767042715566	0.308824982705801	0.00345406499410477	0.64789918688652	0.00409127855195905	0.00406689323600011	0.41115885122217	0.00270382376649735	0.0306397143398153	0.804835451391963	0.00895826487725923	0.00709945160286094	0.000853919503758002	0.000888610165449705
ENSMUST00000020662	ENSMUSG00000020393	Kremen1	0.146541465147993	0.123679802126435	0.129656759568506	0.248212239606593	0.120140316170105	0.129753193263223	0.102927760384736	0.237407923415296	0.0949091929780899	0.20559483089605	0.0873824333068787	0.184977873694499	0.286652774308073	0.104728930110196	0.315311346705432	0.459885554128226	0.39287784322326	0.337834444518467	0.503233273784063	0.791822760388	0.381442079927373	0.221484922736994	0.151172473786864	0.0984296460172757
ENSMUST00000020685	ENSMUSG00000020415	Pttg1	1	0.047524202888426	0.115140517487542	0.0479686707017913	0.047118336760407	0.0485018270638255	0.050351732024054	0.0575033869494913	1	0.0459703748516306	0.0471055078586119	0.0536039834192159	1	1	1	0.174430571399666	1	0.0603448587990649	1	1	0.168355270025018	0.0532044791786931	1	0.0350701104112286
ENSMUST00000020705	ENSMUSG00000020430	Pes1	0.0270066333692882	0.389400250034693	0.0290795818007182	1	1	1	0.0270096459548599	1	0.0241196624694434	1	1	0.0264800423892519	1	0.0478164612949654	1	1	1	1	0.5576622797234	1	0.381399890156832	0.0770480726039398	0.0162873372956082	0.0167709146722695
ENSMUST00000020718	ENSMUSG00000020439	Smtn	1	1	1	1	0.275668150680211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020734	ENSMUSG00000020454	Eif4enif1	1	0.0378521336679967	1	0.0690332650594342	0.443368536795155	1	1	1	1	1	1	1	1	1	1	1	1	1	0.334047080595539	1	1	0.136690263962569	1	1
ENSMUST00000020749	ENSMUSG00000020459	Mtif2	0.235268099763085	0.411893846717824	0.515145270966412	1	0.526803776129467	0.633312222925903	1	0.81827034015498	0.0176350825277775	0.224920265765786	0.376302888927332	0.147073098271303	0.130755702583079	1	1	0.0652196598142544	1	1	1	1	1	0.208634549464122	0.0155276585641792	0.0253223343241963
ENSMUST00000020756	ENSMUSG00000020464	Pnpt1	1	0.393254892090858	1	1	0.108698369633154	1	1	1	1	0.0354079061605508	0.31780637328901	1	1	1	1	1	0.607958172477734	1	1	1	1	1	1	1
ENSMUST00000020769	ENSMUSG00000020476	Dbnl	0.0450319614346282	1	0.970440385847097	1	0.400438881013591	0.108433055600134	0.787668265633246	1	1	0.102699877068247	0.82636432750471	0.258988855709539	1	1	0.0632338685658748	0.241849081336265	1	0.0382639346727496	1	1	1	0.257757867414508	0.151374556661767	0.154620923612625
ENSMUST00000020908	ENSMUSG00000057469	E2f6	1	1	1	1	1	1	1	0.481398752214434	1	0.0715907244193813	1	1	1	1	0.867498308378299	1	1	0.733815694850081	1	1	0.903497438584762	1	1	0.633308212107586
ENSMUST00000020920	ENSMUSG00000020599	Rgs9	1	1	1	1	1	1	1	0.860496334285616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020929	ENSMUSG00000020610	Amz2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.490583254431193	1
ENSMUST00000020938	ENSMUSG00000020614	Fam20a	0.0166120131434248	0.020686177041405	1	1	0.0166859667682286	1	1	1	0.0280502548365652	0.017417114997721	0.0239009963369333	0.0208560229482992	1	1	1	0.827211964793859	1	1	1	1	1	1	0.0143645531094158	0.0131658583487933
ENSMUST00000020964	ENSMUSG00000020635	Fkbp1b	1	0.617200133315229	1	1	0.436193600167498	1	1	1	1	1	1	0.659983236425795	0.708938294010889	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020970	ENSMUSG00000020641	Rsad2	0.0445388866792652	0.0313467340621449	1	1	0.0238113096577481	0.0496188774026701	0.0418520538267635	0.0326213931748869	0.0585300185832809	0.0321093980033734	0.0520997773255517	1	0.0956949703680524	1	0.186466972969748	1	0.204194147795724	1	1	1	1	1	0.0428968040165136	0.0297419174852138
ENSMUST00000020981	ENSMUSG00000020652	Cenpo	0.565982205519458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000020986	ENSMUSG00000020657	Dnajc27	0.597228858098423	0.523524576861261	0.554120997861093	0.541315939047825	0.403732099528037	0.449729262983684	0.408874205761855	0.384828520411305	0.522466039707419	0.431229651350827	0.326222764476951	0.389740471819815	0.52445260259604	0.655643120336738	0.869671090393613	0.89635452614218	1	0.917212408049456	0.921387240629492	0.841375480635743	0.880250695398049	0.669008195350393	0.396019214852305	0.737218474694976
ENSMUST00000020997	ENSMUSG00000020669	Sh3yl1	1	1	1	1	1	1	1	1	1	0.24403415586616	0.471929625854193	1	1	1	1	1	1	0.375633411840716	1	1	1	1	0.539313238522066	0.423196231860752
ENSMUST00000021011	ENSMUSG00000035373	Ccl7	1	1	0.428566530668221	1	1	1	1	0.491900852464177	1	1	0.563069403934729	0.53257211026373	1	1	1	1	1	1	1	1	1	0.703348642888794	1	1
ENSMUST00000021030	ENSMUSG00000020691	Mettl2	0.0454529132817503	0.153428356628872	1	1	0.0488558688356718	1	0.163093558619902	0.0538619561154326	0.0586307033749592	0.048463348381203	0.0558994302171078	0.0709235451275879	1	0.0946078269055199	1	1	0.126465418031439	1	0.482947136606427	1	0.249699736067379	1	0.0369186375989004	0.0363420557901435
ENSMUST00000021040	ENSMUSG00000020698	Cct6b	1	0.794855693948764	1	1	0.514442986855982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021056	ENSMUSG00000001027	Scn4a	1	1	1	1	1	1	0.910755107059263	1	1	0.897964314898126	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021065	ENSMUSG00000020722	Cacng1	1	1	1	1	1	1	1	1	1	0.639247222470818	1	0.678697714824794	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021079	ENSMUSG00000018858	Mrpl58	0.137231249751268	1	1	1	0.0934250268830515	1	1	0.045880798931528	1	0.148468114568651	0.117117961210531	0.593440112990998	1	1	1	0.159534923790167	1	1	1	1	1	1	0.551112972648263	1
ENSMUST00000021084	ENSMUSG00000020738	Sumo2	1	1	0.629711025610347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.872212191782017	1	1
ENSMUST00000021089	ENSMUSG00000020744	Slc25a19	0.058383182840949	1	1	0.0952380045352338	1	1	1	1	1	1	1	0.0940834670886624	1	1	0.172589358140177	0.17176965689011	1	0.0818088258633694	1	1	1	1	0.0508565773320029	1
ENSMUST00000021141	ENSMUSG00000020787	P2rx1	0.625805724870771	1	1	1	1	1	0.872242623008016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021147	ENSMUSG00000020792	Exoc7	1	1	0.999900009999	1	1	1	1	1	0.848622685381626	1	0.289453193971269	1	0.812644752346512	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021181	ENSMUSG00000020831	0610010K14Rik	1	1	1	1	1	1	0.0743223658295491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0442282762869654	1
ENSMUST00000021208	ENSMUSG00000020847	Rph3al	1	1	1	1	1	1	1	1	1	1	1	0.645531950603895	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021209	ENSMUSG00000020848	Doc2b	0.896925339934704	1	1	1	0.827437838732365	1	1	0.845723177889413	0.686775451898247	1	0.808054689141361	0.791327055472027	1	1	0.878603372079742	0.942258404944972	1	1	1	1	1	1	0.833055648117294	0.860488929809918
ENSMUST00000021226	ENSMUSG00000020863	Luc7l3	1	1	0.70447836899168	1	0.0554191935509793	1	1	0.795203333492374	1	1	0.748749588187727	1	1	0.120884633749781	1	1	1	1	1	1	1	0.103101499302003	0.0989582663303405	0.0732489651752445
ENSMUST00000021227	ENSMUSG00000020864	Ankrd40	0.794489421373354	1	0.429549574316372	0.693986606058503	0.85102037342774	0.79231768770006	1	0.8376472164983	0.62532438702577	0.610444708970485	1	1	1	1	1	0.822131787725572	1	0.847220692518194	1	1	0.94439407676035	1	1	0.662049971531851
ENSMUST00000021241	ENSMUSG00000020871	Dlx4	1	0.76736548083121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021242	ENSMUSG00000020872	Tac4	1	1	1	1	0.664800792442545	1	1	1	1	1	1	0.786361348766985	1	1	1	1	1	1	1	1	1	1	0.625860558267618	1
ENSMUST00000021262	ENSMUSG00000020891	Alox8	0.749102949218311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021288	ENSMUSG00000020905	Usp43	1	1	1	1	1	1	0.879847962272119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.892116367658997
ENSMUST00000021307	ENSMUSG00000020930	Ccdc103	0.690822424095886	1	1	1	1	1	1	1	0.815142079264416	1	1	1	1	1	1	1	1	1	1	1	0.907169359447715	1	1	1
ENSMUST00000021322	ENSMUSG00000055805	Fmnl1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.278322826646627
ENSMUST00000021331	ENSMUSG00000020948	Klhl28	1	1	1	1	1	1	1	1	1	1	1	1	1	0.958579768215412	1	1	0.910556076595977	1	1	1	1	1	1	1
ENSMUST00000021359	ENSMUSG00000020974	Pole2	1	0.442162883963194	1	1	1	0.646241138418389	1	1	1	1	1	0.555672864271346	1	0.605407499788107	1	1	1	1	1	1	1	1	1	1
ENSMUST00000021399	ENSMUSG00000021012	Zc3h14	1	0.565051560954937	0.461686911637742	1	0.878364134635655	0.761197210973419	1	0.49965024482862	1	0.81696009149953	1	1	1	0.786881118000692	0.955675758328714	0.910713635204546	0.814478163840427	1	0.76837373698567	1	1	0.800608462431448	1	0.849026166986467
ENSMUST00000021407	ENSMUSG00000073079	Srp54a	0.0333914678789105	0.0234110893648103	0.0326292378854166	1	0.0555249551358362	0.0432197317091934	0.0381678806597242	0.0505040557281953	0.0462906171233622	1	0.0423011665392697	0.0527319361479532	0.0281362650571222	0.062076329054205	0.144272039357412	0.0677512283297696	0.0779338186012438	1	0.31222290217432	1	1	1	0.0618038186107367	0.0473453464258998
ENSMUST00000021420	ENSMUSG00000021032	Ngb	1	0.417139424681305	1	1	0.707704066467566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.744679266639858	0.647048166265497	0.730759112566134
ENSMUST00000021426	ENSMUSG00000021038	Vipas39	1	1	1	1	1	1	0.842878937298236	1	0.902014197703472	1	0.905813511114332	0.898319244693179	1	1	1	1	1	1	1	1	1	1	1	0.955137205459564
ENSMUST00000021459	ENSMUSG00000021062	Rab15	1	1	1	0.489850301747786	0.85673651925087	0.762584551562155	1	1	1	0.924932479928965	1	1	1	1	1	1	1	1	1	1	1	1	0.849942628872551	0.852638489806707
